Name,Attacking,Crossing,Finishing,Heading Accuracy,Short Passing,Volleys,Skill,Dribbling,Curve,FK Accuracy,Long Passing,Ball Control
David Caiado Dias,291,67,58,44,64,58,336,72,71,64,57,72
Mauro Ortíz,287,62,53,50,70,52,315,71,57,51,71,65
Liyu Yang,290,58,54,57,65,56,286,61,55,49,57,64
Anthony Sauthier,256,61,39,57,63,36,272,54,51,49,57,61
Geovanny Nazareno,231,60,40,43,61,27,262,59,37,39,65,62
Jake Forster-Caskey,267,52,58,49,67,41,334,64,69,70,62,69
Giorgi Merebashvili,305,63,63,55,65,59,312,67,63,54,62,66
Dae Han Park,225,63,22,45,61,34,239,64,29,29,56,61
Sam McQueen,275,71,47,54,61,42,309,69,67,47,57,69
José Alejandro Suárez Suárez,243,46,36,68,64,29,214,37,35,30,51,61
James Garner,284,53,59,55,67,50,300,61,56,50,68,65
Morten Frendrup,238,46,39,52,70,31,284,60,51,40,67,66
Ignacio Pallas,242,45,43,60,55,39,224,46,38,38,49,53
Paweł Stolarski,288,62,51,59,64,52,269,62,48,36,61,62
Joona Toivio,255,55,42,65,58,35,288,47,64,63,57,57
Jordan Storey,202,22,22,64,59,35,193,41,21,28,48,55
Tommie Hoban,269,53,34,68,62,52,241,51,42,34,56,58
Robert Hernández,264,65,65,39,59,36,315,69,57,60,57,72
Alfons Sampsted,241,59,38,54,60,30,257,58,54,37,49,59
Elias Andersson,279,68,51,36,70,54,338,68,69,63,69,69
Jason Davidson,285,67,51,60,63,44,291,66,66,40,53,66
Mihai Velisar,274,63,48,52,62,49,283,53,55,54,59,62
Yuto Misao,262,67,30,67,64,34,314,54,68,63,65,64
Riku Riski,304,60,64,58,63,59,310,67,62,56,59,66
Keziah Veendorp,255,34,39,64,68,50,278,50,40,57,67,64
Sory Kaba,294,49,64,67,63,51,260,64,42,39,47,68
Vladimir Castellón,289,70,67,49,63,40,285,63,43,53,59,67
Eliel Peretz,312,63,66,55,72,56,337,63,68,70,68,68
Victor Mpindi Ekani,232,42,40,47,67,36,264,67,43,33,59,62
Willy Semedo,291,53,64,49,65,60,304,68,58,56,52,70
Florian Valot,285,59,58,47,65,56,326,69,64,61,63,69
Arial Mendy,247,68,32,61,60,26,256,58,48,34,54,62
Anthony Osorio,332,58,70,79,58,67,285,58,60,64,48,55
Max Power,307,69,63,51,68,56,321,63,60,66,67,65
William Eskelinen,114,20,13,18,46,17,112,15,15,12,48,22
Filip Rogić,286,58,60,60,67,41,296,64,57,47,60,68
Robert Herrera,233,36,35,59,66,37,221,47,40,37,40,57
Arjan Swinkels,226,40,34,70,57,25,221,31,42,45,53,50
Mohamed Benkhemassa,280,53,60,57,69,41,296,65,47,48,70,66
Bobby Shuttleworth,62,8,14,9,22,9,102,17,15,12,38,20
Sam Winnall,298,42,67,71,55,63,249,61,60,35,30,63
Kristoffer Haraldseid,286,62,47,59,61,57,285,60,54,53,56,62
Mitja Lotrič,280,63,67,32,67,51,314,66,67,56,62,63
Rémi Mulumba,297,66,59,58,69,45,326,60,65,66,69,66
Ismael Quílez,224,60,29,49,54,32,262,65,49,37,49,62
David Bates,194,25,22,69,56,22,175,33,21,26,43,52
Zac MacMath,90,19,18,14,29,10,97,13,16,14,38,16
Adrián Castellano Cobacho,259,66,29,66,69,29,259,65,42,39,47,66
Lorenzo Andrenacci,84,14,13,12,25,20,93,17,17,18,19,22
Yong Woo Ahn,279,64,61,41,61,52,310,65,65,52,62,66
Andrei Vlad,86,15,15,12,29,15,81,19,12,14,22,14
Brandon Mason,240,61,37,48,60,34,271,61,44,48,56,62
Matheus Sávio,315,60,70,46,72,67,347,72,73,68,64,70
Renzo Zambrano,275,63,51,48,70,43,349,67,75,69,69,69
Valmir Sulejmani,300,43,70,62,62,63,293,66,58,50,54,65
Kgotso Moleko,279,61,51,48,63,56,305,68,56,46,66,69
Florian Rieder,257,64,48,31,66,48,305,66,57,56,62,64
Joao Rojas,276,64,65,35,64,48,314,67,59,64,62,62
Madallah Al Olayan,261,61,41,49,63,47,286,62,55,46,59,64
Ricardo Rodríguez Gil,280,56,58,44,69,53,322,66,62,59,66,69
Grant Ward,287,65,60,51,64,47,305,65,58,57,60,65
Keijiro Ogawa,312,63,66,55,68,60,309,67,62,53,63,64
Žarko Udovičić,277,63,65,49,65,35,276,66,57,31,57,65
Sebastian Ohlsson,306,64,59,57,67,59,313,66,64,50,66,67
Lukas Jäger,234,38,38,62,64,32,249,53,48,32,60,56
Peter Gál-Andrezly,282,68,57,40,66,51,291,71,39,55,63,63
Yuji Ono,301,57,55,62,67,60,316,68,61,57,62,68
Jake Hesketh,285,62,54,51,71,47,324,70,61,60,63,70
Hyun Soo Hwang,225,21,36,72,48,48,181,25,23,47,32,54
Stephan Hain,310,55,67,59,63,66,255,67,42,44,34,68
Jamal Bajandouh,295,67,52,54,70,52,297,60,53,49,70,65
Enriko Papa,300,57,58,56,67,62,293,63,53,48,61,68
Darius Charles,244,46,43,63,52,40,226,46,48,33,50,49
Facundo Cambeses,66,13,12,13,17,11,69,11,13,14,21,10
Freddie Sears,312,64,65,61,62,60,317,65,62,66,58,66
Ibrahim Alhassan,276,53,43,73,68,39,287,67,48,40,63,69
Tomasz Jodłowiec,279,60,33,68,66,52,290,59,61,43,65,62
Je Woon Yeon,235,42,28,70,66,29,214,40,29,28,60,57
Ali Şaşal Vural,107,17,20,21,31,18,89,16,17,16,18,22
Max Burgess,277,58,63,45,65,46,291,68,50,48,58,67
Kenan Özer,293,64,57,46,64,62,317,69,58,64,58,68
Ben Close,311,57,59,55,71,69,309,62,58,54,68,67
Simon Rhein,250,61,38,52,68,31,307,63,55,59,64,66
Manuel Farrona Pulido,257,50,62,31,60,54,281,71,62,42,39,67
Sven Schipplock,325,62,61,69,63,70,265,61,53,47,40,64
Dennis Telgenkamp,70,15,11,11,22,11,92,11,17,17,25,22
Mauro Da Luz,299,61,65,51,62,60,308,68,63,55,52,70
Jordan Leborgne,315,68,51,60,75,61,335,68,63,65,73,66
Saša Balić,256,57,38,67,58,36,224,54,35,42,35,58
Larry Angulo,261,43,58,50,65,45,296,65,48,47,68,68
Dominik Holec,68,14,9,13,23,9,72,13,11,10,24,14
Henri Saivet,335,72,60,66,69,68,350,68,73,74,68,67
Enrique Pérez Muñoz,272,47,48,58,72,47,330,62,65,63,70,70
Ben Woodburn,266,51,61,44,65,45,296,69,53,45,60,69
Patrick Joosten,312,70,63,52,60,67,342,69,76,73,53,71
Nikoloz Ninua,304,57,61,65,70,51,318,66,56,58,67,71
Gonçalo Matias Ramos,295,47,65,58,61,64,284,68,60,41,46,69
Hubert Matynia,261,61,45,55,58,42,257,53,53,55,37,59
Herbie Kane,281,46,60,56,72,47,319,62,58,65,67,67
Ian Mackay Abad,85,16,20,14,22,13,90,14,19,12,23,22
Mihai Roman,308,69,60,48,70,61,320,61,67,66,63,63
Juan Aguilar,226,35,44,45,67,35,242,35,35,40,62,70
Jordan Faucher,301,49,69,64,60,59,261,65,48,42,40,66
Gabriel Hachen,284,44,64,64,55,57,287,70,55,45,46,71
Jorge Grant,286,64,63,39,66,54,341,66,68,76,64,67
Grant Leadbitter,312,70,61,58,68,55,326,59,67,68,65,67
El Bilal Touré,291,43,72,65,59,52,261,65,49,42,39,66
Tsubasa Endoh,277,62,56,47,69,43,296,68,63,37,62,66
Mario Jurčević,252,70,35,40,69,38,295,61,69,45,65,55
Jairo Torres,314,62,63,65,64,60,302,66,52,62,62,60
Tsuyoshi Watanabe,204,25,23,68,66,22,199,26,19,37,59,58
Mohammed Abubakari,249,48,40,45,68,48,311,62,63,55,65,66
Denis Prychynenko,263,49,42,65,62,45,251,43,42,54,57,55
Hannes Þór Halldórsson,80,18,8,9,36,9,76,10,11,13,26,16
Alexander Groiß,216,31,29,62,66,28,231,49,33,32,63,54
Josip Radošević,270,53,52,57,60,48,296,50,61,56,67,62
Enrique López Fernández,245,64,35,46,67,33,275,60,46,41,66,62
Flynn Downes,272,61,52,58,69,32,303,64,49,55,67,68
Antonio Donnarumma,55,13,10,10,11,11,81,19,16,12,11,23
Jordi Osei-Tutu,281,55,58,44,61,63,294,70,61,34,60,69
Jack Simpson,234,40,31,67,59,37,244,54,43,36,54,57
Josh Laurent,301,59,59,62,68,53,299,66,54,45,67,67
Lucas Melano,310,61,61,62,63,63,294,67,64,35,61,67
Tom Flanagan,237,61,34,67,56,19,227,57,30,29,53,58
Nick Besler,251,49,36,65,66,35,268,58,49,33,65,63
José Ángel Jurado de la Torre,270,65,54,48,64,39,321,60,64,64,66,67
Pablo Pérez Rodríguez,328,60,63,72,70,63,327,65,67,60,67,68
Kristoffer Velde,276,62,61,52,56,45,282,69,55,51,41,66
Stefan Haudum,262,49,43,59,66,45,272,59,44,41,64,64
Kazuma Watanabe,331,61,67,70,67,66,305,66,68,39,63,69
Daniel Barlaser,299,64,54,56,68,57,335,64,66,67,71,67
Jack Whatmough,197,27,24,65,57,24,213,41,26,27,63,56
Guram Giorbelidze,252,62,49,56,60,25,252,56,40,38,57,61
Liberto Luis Beltrán Martínez,305,69,67,45,63,61,309,71,61,54,59,64
Julio Nava,294,64,51,51,65,63,329,69,66,64,63,67
Gregorio Sierra Pérez,240,30,54,64,62,30,237,50,26,39,60,62
Robin Krauße,225,38,29,57,61,40,256,51,44,43,59,59
Evan Bush,100,16,19,20,34,11,109,19,13,18,36,23
Brad Smith,237,59,42,50,63,23,272,62,62,27,60,61
Jindřich Staněk,84,16,15,12,22,19,102,17,17,22,19,27
Lucas Pirard,65,10,10,15,17,13,72,7,14,17,14,20
Tyronne Ebuehi,239,58,37,54,60,30,248,64,41,33,47,63
Sone Aluko,295,62,56,48,65,64,338,70,72,71,55,70
Thomas Deng,244,42,26,65,63,48,220,48,26,28,60,58
Jonathan Sabbatini,300,63,55,55,68,59,317,64,66,57,62,68
Norberto Briasco,284,43,69,67,58,47,268,69,46,40,48,65
Patryk Klimala,281,40,66,65,55,55,258,63,59,32,39,65
Morten Behrens,65,11,7,13,28,6,76,8,11,11,26,20
Jairo González,283,69,41,57,60,56,316,64,68,67,54,63
Matt Ingram,80,19,13,17,19,12,93,12,11,14,32,24
Michael Matias Fracaro,68,12,8,11,28,9,72,7,11,10,26,18
Chris Long,284,43,70,62,59,50,254,64,50,30,43,67
Jeickson Reyes,255,69,30,57,62,37,261,51,45,36,59,70
Navajo Bakboord,247,63,38,60,61,25,239,59,25,30,60,65
Jonathan Heris,194,27,20,67,61,19,182,25,26,27,59,45
Jay Spearing,278,59,49,61,65,44,310,63,62,56,64,65
Víctor Peña,289,70,61,39,62,57,278,67,53,35,60,63
Joe Willis,80,13,8,12,34,13,93,13,14,13,38,15
Gun Hee Kim,310,55,68,62,61,64,243,65,43,27,43,65
James Coppinger,315,71,63,55,67,59,330,65,65,63,66,71
Joel Castro Pereira,76,10,12,11,36,7,71,11,9,11,20,20
Alan Uryga,263,55,38,70,64,36,223,36,37,42,54,54
George Moncur,296,65,62,44,70,55,336,69,65,70,63,69
Kawin Thamsatchanan,53,12,10,11,8,12,83,11,17,13,9,33
Chris Seitz,89,15,14,13,35,12,83,11,16,14,33,9
Wilfried Kanga,316,67,67,66,61,55,289,68,54,37,58,72
Jérémy Guillemenot,312,63,65,65,66,53,319,66,64,58,63,68
Robinho Barbosa de Lisboa,267,61,54,42,61,49,311,74,65,60,46,66
Danilo Wiebe,236,40,30,61,66,39,247,51,30,40,62,64
Oliver Rathbone,257,50,48,39,69,51,292,68,49,47,61,67
Jonathan Parr,287,62,57,55,63,50,286,62,49,53,59,63
Elvis Bwomono,248,59,37,57,57,38,269,62,53,40,54,60
Tesfaldet Tekie,260,64,48,20,70,58,329,72,63,54,69,71
Ryan Meara,83,13,15,19,23,13,98,16,18,15,33,16
Mohamed Ezzarfani,290,62,63,52,63,50,314,69,52,65,61,67
Dimitar Iliev,322,56,67,67,68,64,292,66,50,44,64,68
Marco Carnesecchi,80,11,8,20,35,6,85,14,11,12,29,19
Carlos Neyra,255,55,42,57,59,42,267,70,41,48,49,59
Bruno Vides,308,43,57,72,67,69,277,66,52,46,42,71
Marco Borgnino,303,55,64,61,64,59,281,66,45,39,63,68
Ezequiel Santos da Silva,266,58,54,42,60,52,278,72,44,41,53,68
Henry Wingo,279,62,48,51,59,59,280,63,55,42,57,63
Harry Pickering,262,65,45,54,62,36,298,62,59,57,59,61
Axel Björnström,258,62,47,54,63,32,281,58,63,48,53,59
Kosuke Taketomi,318,60,67,67,70,54,275,67,43,37,62,66
Tobias Schröck,317,57,53,70,63,74,277,58,51,47,60,61
Martin Hansen,65,8,20,12,12,13,74,13,14,13,11,23
Mateusz Cholewiak,294,55,62,57,68,52,300,66,56,49,62,67
Eduardo Aguirre,291,48,68,66,62,47,266,68,52,38,46,62
Cedric Wilfred Teguía Noubi,305,66,57,59,64,59,317,62,66,69,56,64
Félix Alexandre A. Sanches Correia,272,60,58,41,57,56,307,74,64,49,52,68
Marcel Gottschling,290,65,55,60,60,50,298,68,62,50,58,60
Antonio Delamea,221,36,29,64,66,26,221,58,28,22,63,50
Chang Soo Kim,295,57,59,60,64,55,301,63,52,60,62,64
Maximilian Thiel,299,65,62,48,64,60,329,72,67,65,56,69
Vitaliy Lisakovich,308,51,66,71,65,55,298,68,56,50,58,66
Vitor Carvalho Vieira,269,46,56,50,65,52,285,66,62,33,57,67
Maurice Deville,319,64,64,70,65,56,266,63,45,31,62,65
Simon Sluga,83,16,12,12,25,18,121,19,20,15,45,22
Adonis Frías,212,34,26,66,56,30,200,43,36,28,44,49
Bum Keun Song,77,12,17,18,14,16,84,15,11,13,26,19
Yohann Magnin,258,38,51,57,70,42,300,69,58,35,66,72
Gonçalo Bento Soares Cardoso,198,25,24,66,55,28,193,44,30,31,36,52
Herman Stengel,279,64,55,45,68,47,337,65,70,70,64,68
Paolo Fernándes Cantin,282,56,61,38,65,62,315,69,71,55,49,71
Tommy Smith,230,49,24,66,61,30,212,40,23,32,58,59
Michael Schultz,208,29,23,69,60,27,209,52,24,22,54,57
Frédéric Duplus,246,62,32,62,59,31,246,52,48,34,54,58
Jairo Padilla,281,66,52,49,65,49,318,60,72,64,62,60
Sofian Chakla,213,28,25,73,65,22,216,40,34,27,53,62
Ryan McGowan,285,59,44,69,59,54,284,57,52,55,58,62
Sang Hun Yu,99,14,19,19,35,12,83,12,11,13,34,13
Saleh Al Shehri,286,36,70,67,52,61,248,61,52,37,34,64
Mateo Cassierra,313,54,67,64,65,63,250,66,39,29,53,63
Stallone Limbombe,291,63,59,43,62,64,330,70,70,67,57,66
Mathias Rasmussen,287,66,58,55,66,42,319,68,65,56,61,69
Filipe Joaquim Melo Silva,262,60,33,67,65,37,279,63,50,40,61,65
Arnaldo Giménez,93,17,19,13,32,12,116,16,17,28,27,28
Jovan Stojanović,339,65,66,73,72,63,345,67,73,67,70,68
Jaime Seoane Valenciano,296,64,56,65,67,44,332,68,64,67,66,67
Przemysław Wiśniewski,190,36,16,58,52,28,193,40,24,29,51,49
Ho Ik Jang,252,59,55,44,61,33,263,63,38,39,58,65
Moses Ogbu,299,52,67,62,62,56,284,66,53,44,54,67
Carlos Cuero,248,61,39,59,57,32,242,47,52,39,55,49
Bo Min Seo,266,65,57,33,62,49,268,65,50,40,50,63
Luca Vignali,297,64,52,62,65,54,300,65,57,50,63,65
Ben Sheaf,265,61,30,56,69,49,307,53,61,63,68,62
Rasmus Jönsson,302,60,63,56,64,59,306,67,59,59,53,68
Dave Romney,245,59,24,66,61,35,271,61,54,34,61,61
César Díaz Martínez,303,60,73,54,58,58,307,67,58,69,42,71
Matías Gómez,280,61,52,59,63,45,284,71,46,43,58,66
Siriki Dembele,275,65,62,50,61,37,294,69,48,55,54,68
Anthony Grant,263,52,45,53,64,49,284,61,54,46,60,63
Ousmane Viera,243,35,56,64,53,35,202,26,34,41,51,50
Stephan Auer,271,63,49,53,63,43,283,63,51,46,58,65
Jørgen Skjelvik,252,52,37,54,64,45,290,61,54,55,58,62
Ignacio Saavedra,244,42,56,43,70,33,282,67,34,42,69,70
Patrick Kammerbauer,268,64,45,49,70,40,301,67,62,43,61,68
Axel Sjöberg,212,26,24,71,65,26,204,39,22,29,55,59
Alassane Ndiaye,293,55,67,52,59,60,286,70,54,57,39,66
Luis Congo,277,40,73,62,47,55,226,59,32,39,34,62
Tom Aldred,208,32,28,65,53,30,151,29,18,22,33,49
Óscar Sielva Moreno,270,56,49,49,69,47,336,65,71,64,68,68
Mario Barco Vilar,319,56,68,65,61,69,278,64,47,55,46,66
Keito Nakamura,279,55,62,47,58,57,337,74,75,71,49,68
Alex Cairns,62,12,11,11,15,13,62,12,14,12,11,13
Kolja Pusch,313,55,61,56,70,71,319,61,65,62,62,69
Nathan Raphael Pelae Cardoso,245,43,39,65,59,39,249,50,41,39,62,57
Sebastian Hertner,257,66,31,51,64,45,302,61,68,49,61,63
Manfred Fischer,309,64,64,58,70,53,332,68,69,68,60,67
Francisco Montero Rubio,223,42,27,63,62,29,232,55,33,25,59,60
George Honeyman,292,61,66,48,67,50,321,73,57,58,64,69
Jefté Betancor Sánchez,316,53,69,64,63,67,261,62,42,55,38,64
Georgios Giakoumakis,288,36,67,69,55,61,229,64,44,36,24,61
Joost van Aken,230,40,25,64,68,33,249,58,26,34,67,64
Yong Hwan Kim,227,61,38,42,65,21,236,67,28,35,48,58
Andreas Eines Hopmark,225,46,33,61,64,21,242,55,44,25,59,59
Boris Sekulić,236,61,29,58,62,26,256,60,49,30,54,63
Malcolm Cacutalua,239,33,40,66,61,39,195,44,35,23,51,42
Gilberto Sepúlveda,225,34,24,65,68,34,199,39,27,28,45,60
Liam Polworth,298,66,62,51,68,51,317,66,44,72,67,68
Evert Linthorst,281,48,60,60,68,45,305,66,56,47,69,67
Nathan De Medina,282,63,43,66,64,46,259,62,31,34,65,67
Luis Del Pino Mago,255,68,34,64,70,19,258,56,41,50,63,48
Yuji Rokutan,64,12,8,20,16,8,78,7,14,13,25,19
Alberto Zapater Arjol,306,61,58,60,68,59,338,59,68,78,69,64
Haithem Loucif,251,65,37,51,61,37,272,69,58,34,43,68
Jean-Manuel Mbom,268,53,60,44,67,44,285,65,40,50,62,68
Bogdan Mitrea,246,50,41,67,47,41,240,37,44,67,42,50
Nildo Viera,308,38,72,75,58,65,241,62,42,37,42,58
Joel López Pissano,267,61,38,60,68,40,290,74,43,43,62,68
Alan Jonathan Besseiro Rosa,281,63,49,62,63,44,255,59,44,45,46,61
Chris Bedia,285,39,65,69,61,51,224,68,31,32,31,62
Anderson Ferreira da Silva,287,62,61,46,62,56,315,71,60,61,56,67
Moo Yol Go,308,58,65,65,57,63,291,64,52,55,51,69
Dominik Kotarski,67,12,6,11,30,8,104,15,17,12,24,36
Víctor García Raja,330,65,69,68,67,61,300,67,53,49,61,70
Ryan Tafazolli,215,38,18,70,54,35,203,41,22,40,46,54
Iven Austbø,100,22,13,15,36,14,108,22,13,19,36,18
Elliott Moore,218,32,26,65,58,37,215,36,32,36,55,56
Callum Camps,290,58,65,40,68,59,334,67,63,72,65,67
Franco Ezequiel Calderón,202,26,22,60,62,32,216,45,33,31,54,53
Jürgen Gjasula,322,68,63,60,69,62,342,65,69,72,68,68
Ibán Salvador Edú,310,65,67,59,63,56,310,70,66,45,60,69
Jérémy Taravel,257,58,33,70,64,32,289,42,55,67,67,58
Moussa Sanoh,301,62,64,57,60,58,303,65,68,47,58,65
Cristian González,239,58,29,64,59,29,250,51,49,34,58,58
Steve Lawson,257,42,43,59,68,45,330,67,66,66,66,65
Mateu Jaume Morey Bauzá,252,64,49,33,69,37,292,71,57,40,54,70
Paul Quasten,240,63,32,57,66,22,277,62,43,43,65,64
Nils Röseler,226,37,28,66,63,32,243,52,34,36,63,58
Dejan Dražić,287,69,61,39,65,53,290,67,63,36,58,66
Tariq Lamptey,243,68,29,56,61,29,265,65,46,35,57,62
Israel Poblete,273,59,64,37,68,45,328,70,56,70,62,70
Dejan Petrovič,269,64,49,46,71,39,311,65,52,58,69,67
Borja Sainz Eguskiza,253,63,53,34,62,41,291,67,58,45,56,65
Anthony Belmonte,260,57,33,51,68,51,304,67,59,41,69,68
Arnaud Kalimuendo,278,38,68,60,58,54,261,64,57,39,40,61
Tom Barlow,285,40,68,75,53,49,244,55,44,39,49,57
Jaroslav Mihalík,290,62,62,48,62,56,313,67,60,62,59,65
Bernard Gabriel Vicidal Prazeres,249,48,36,71,55,39,215,41,39,36,45,54
Warren Creavalle,261,47,56,62,66,30,264,61,50,33,55,65
Scott Kashket,280,59,62,46,59,54,269,66,56,29,55,63
Kyle Duncan,226,60,28,48,61,29,257,60,52,31,53,61
José Uilton Silva de Jesus,278,62,62,38,62,54,280,69,64,35,46,66
Tim Knipping,208,29,25,67,56,31,207,47,32,29,50,49
Anderson Dos Santos Gomes,258,62,44,62,57,33,262,58,48,38,57,61
Petter Strand,283,54,60,48,64,57,330,67,67,68,63,65
Dario Čanađija,250,46,52,54,62,36,262,61,44,35,58,64
Marcel Rømer,259,56,45,44,67,47,304,63,53,58,64,66
Byeong Oh Kim,287,63,63,58,60,43,279,67,43,54,54,61
Malik Tchokounté,305,40,67,73,62,63,249,57,55,40,35,62
Ahmet Arslan,296,59,63,50,66,58,325,67,67,60,64,67
Hakan Çinemre,209,27,24,64,61,33,202,41,29,28,52,52
Dong Hyen Yang,295,51,66,64,57,57,259,63,42,46,41,67
Mathieu Baudry,218,33,28,68,62,27,237,57,31,36,57,56
Warleson Lisboa Oliveira,67,12,6,15,24,10,80,11,11,14,29,15
Emmanuel Lomotey,247,45,38,64,59,41,264,54,48,43,58,61
Rafael Garcia,282,66,58,37,64,57,302,66,60,55,58,63
Wilmer Godoy,286,59,61,44,66,56,302,65,52,55,64,66
Marcus Piossek,294,60,61,52,64,57,299,65,56,55,59,64
Oliver Turton,245,60,48,53,65,19,250,54,40,35,63,58
Micheal Azira,270,53,44,52,66,55,296,62,49,58,64,63
Jon Nolan,291,54,62,46,68,61,317,65,66,53,67,66
Yohan Roche,209,35,26,63,57,28,197,38,37,28,38,56
Joe Newell,319,69,57,62,67,64,333,66,67,68,67,65
Magnar Ødegaard,213,54,19,60,56,24,212,49,35,24,53,51
Miguel Angel Sansores,296,45,71,66,62,52,270,62,45,48,52,63
Jonny Smith,268,62,60,38,61,47,308,64,62,60,57,65
Kasper Enghardt,249,48,37,64,66,34,260,61,39,34,61,65
Devyne Rensch,260,54,49,58,60,39,275,64,41,38,64,68
Mateusz Szwoch,289,60,57,53,66,53,316,66,63,55,65,67
Andrew Durante,222,32,34,64,58,34,230,49,42,29,57,53
Henrique Alex Jardinel Zonta,247,54,45,41,64,43,303,68,57,48,74,56
Mikkel Kaufmann,289,51,65,63,55,55,242,60,46,32,43,61
Óscar Alexander Whalley Guardado,100,24,17,13,32,14,91,16,14,13,30,18
Shingo Tomita,232,59,32,44,70,27,244,56,33,31,60,64
Ufuk Ceylan,86,15,12,15,29,15,97,13,11,11,39,23
Antoni Sarcevic,298,56,62,55,66,59,322,66,64,62,64,66
Connor Ripley,83,11,11,14,33,14,86,11,13,11,28,23
Emeka Friday Eze,280,45,62,65,52,56,260,64,50,33,47,66
Joe Wildsmith,97,20,13,20,25,19,95,17,13,18,21,26
Leigh Broxham,265,48,53,55,61,48,273,55,52,49,59,58
Facundo Pons,293,39,69,73,51,61,237,59,41,39,41,57
Senou Coulibaly,224,33,32,67,60,32,236,54,42,32,49,59
Terence Baya,253,60,39,56,58,40,269,58,50,51,53,57
Kyle Vassell,272,35,64,59,54,60,260,60,37,47,51,65
Joe Day,64,12,12,11,18,11,77,11,11,15,17,23
Mohammed Khubrani,183,23,24,64,51,21,170,34,21,21,42,52
Daniel Pedersen,277,57,46,62,66,46,299,60,55,57,64,63
Joselito Vaca,312,67,59,49,70,67,307,72,57,49,61,68
Daniel Granli,264,54,43,63,62,42,276,56,58,47,57,58
David González Gómez,315,58,68,64,62,63,304,70,60,56,52,66
Hernán Figueredo,270,52,63,48,62,45,308,64,58,55,61,70
Luca Pfeiffer,302,42,71,72,58,59,236,58,51,39,28,60
Danilo Pereira Da Silva,296,44,68,58,61,65,307,72,66,62,38,69
Elias Huth,284,44,68,59,54,59,260,64,49,44,37,66
Dimitry Bertaud,93,14,15,19,26,19,91,16,14,14,25,22
Lass Bangoura,283,60,60,46,59,58,283,70,51,45,54,63
Alexandru Crețu,240,42,36,64,66,32,249,52,39,38,61,59
Nico Granatowski,280,62,58,52,61,47,236,63,32,31,45,65
Bradley Collins,104,20,15,21,29,19,104,20,19,12,26,27
Bryan Gil Salvatierra,284,63,63,34,62,62,303,72,58,52,51,70
Àlex Carbonell Vallés,293,59,60,57,68,49,316,69,59,51,67,70
Darren McGregor,194,22,28,72,45,27,186,38,32,29,43,44
Ched Evans,296,45,66,66,55,64,280,55,53,65,45,62
Lorenco Šimić,226,38,30,70,54,34,200,39,35,37,43,46
Nicolás Mezquida,295,59,55,55,62,64,330,69,66,72,55,68
Teden Mengi,232,42,33,65,63,29,257,57,46,33,63,58
Steven Lawless,275,63,59,38,62,53,294,64,65,43,58,64
Myles Kenlock,246,65,26,60,61,34,250,64,36,30,58,62
Nicky Maynard,305,55,66,61,59,64,309,64,69,60,52,64
Miguel Ángel Merentiel,292,26,70,68,66,62,227,64,31,29,39,64
Hidajet Hankić,62,14,5,12,25,6,77,13,11,11,23,19
Abdurrahim Dursun,250,59,33,50,59,49,291,64,68,55,42,62
Tim Rönning,100,15,10,10,45,20,118,12,32,11,47,16
Cillian Sheridan,294,45,63,66,63,57,266,61,43,44,58,60
Nordin Gerzić,258,65,40,34,70,49,356,67,74,72,72,71
Tawfiq Bu Haymid,291,64,53,55,63,56,316,66,63,63,62,62
Sepp van den Berg,215,37,24,61,66,27,253,63,34,26,62,68
Charles Carolus Andriamahitsinoro,291,59,62,54,58,58,316,68,63,67,54,64
Hyun Cheol Jeong,250,35,44,69,70,32,255,55,34,41,66,59
Mark McKenzie,200,25,18,61,68,28,196,35,26,24,63,48
Jonas Deumeland,57,8,8,9,23,9,74,9,10,9,22,24
Daniel Vega,69,9,15,13,20,12,81,14,12,20,20,15
Alberto Varo Lara,104,16,17,11,45,15,106,17,16,20,33,20
Aliou Coly,265,54,48,58,52,53,261,64,52,45,42,58
Ellis Harrison,291,54,64,64,55,54,272,62,59,46,43,62
Cohen Bramall,254,61,42,47,59,45,296,62,54,60,58,62
Mauricio Asenjo,272,25,68,67,44,68,248,63,35,58,24,68
Emanuel Gularte,187,27,27,64,40,29,174,29,25,27,33,60
El-Hadji Ba,253,42,49,57,66,39,274,65,47,34,62,66
Diego Vallejos,302,62,65,61,62,52,267,63,59,26,53,66
Ely Ernesto Lopes Fernandes,280,51,62,51,62,54,300,57,65,60,52,66
Luis Miguel Quezada,287,72,56,51,64,44,280,63,42,51,59,65
John McCarthy,96,17,17,17,27,18,70,12,15,13,16,14
Carlos Javier Delgado Rodríguez,235,37,25,63,60,50,247,43,46,47,57,54
Álex López de Groot,293,35,63,68,64,63,263,61,47,42,49,64
Ertuğrul Taşkıran,65,12,12,14,14,13,91,15,24,13,14,25
Gabriel Gudmundsson,278,62,59,40,61,56,275,65,55,43,49,63
Bartosz Slisz,274,53,38,63,64,56,260,52,51,36,61,60
Enzo Loiodice,261,43,50,58,71,39,308,71,56,46,63,72
Gustavo Fernández,286,53,60,58,60,55,311,65,64,67,53,62
Argenis Gómez,256,52,60,38,69,37,314,68,48,70,58,70
Jerome Kiesewetter,283,61,61,47,62,52,285,67,54,47,52,65
Gaël Ondoua,259,55,38,51,68,47,263,57,39,41,65,61
Roberto Pirrello,261,52,38,70,60,41,241,54,41,40,50,56
Paul McShane,267,55,33,63,62,54,235,39,36,36,63,61
Marcelo Amado Djaló Taritolay,189,35,22,64,43,25,206,45,30,30,45,56
